"No.","Time","Source","Destination","Protocol","Length","Info"
"2611","21.593830","192.168.2.103","157.240.26.35","TCP","495","[TCP Retransmission] 1241  >  443 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=341"
"2796","21.741201","157.240.26.35","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1243 [PSH, ACK] Seq=21434 Ack=601 Win=67840 Len=1240"
"2824","21.745363","157.240.26.35","192.168.2.103","TCP","1230","[TCP Retransmission] 443  >  1241 [PSH, ACK] Seq=6947 Ack=596 Win=67840 Len=1076"
"3076","26.613589","192.168.2.103","142.250.191.170","TCP","1566","[TCP Retransmission] 1246  >  443 [ACK] Seq=429 Ack=4690 Win=66048 Len=1412"
"3077","26.613597","192.168.2.103","142.250.191.170","TCP","675","[TCP Retransmission] 1246  >  443 [PSH, ACK] Seq=1841 Ack=4690 Win=66048 Len=521 [TCP PDU reassembled in 3073]"
"3083","26.614602","192.168.2.103","142.250.191.170","TCP","1386","[TCP Retransmission] 1246  >  443 [ACK] Seq=429 Ack=4690 Win=66048 Len=1240"
"3091","26.623074","192.168.2.103","142.250.191.170","TCP","839","[TCP Retransmission] 1246  >  443 [PSH, ACK] Seq=1669 Ack=4690 Win=66048 Len=693 [TCP PDU reassembled in 3073]"
"3094","26.623538","192.168.2.103","142.250.191.170","TCP","839","[TCP Retransmission] 1246  >  443 [PSH, ACK] Seq=1669 Ack=4690 Win=66048 Len=693 [TCP PDU reassembled in 3073]"
"3098","26.628589","192.168.2.103","142.250.191.170","TCP","839","[TCP Retransmission] 1246  >  443 [PSH, ACK] Seq=1669 Ack=4690 Win=66048 Len=693 [TCP PDU reassembled in 3073]"
"3101","26.629841","192.168.2.103","142.250.191.170","TCP","839","[TCP Retransmission] 1246  >  443 [PSH, ACK] Seq=1669 Ack=4690 Win=66048 Len=693 [TCP PDU reassembled in 3073]"
"3104","26.631876","192.168.2.103","142.250.191.170","TCP","839","[TCP Retransmission] 1246  >  443 [PSH, ACK] Seq=1669 Ack=4690 Win=66048 Len=693 [TCP PDU reassembled in 3073]"
"3140","28.717257","192.168.2.103","142.250.191.170","TCP","1386","[TCP Retransmission] 1246  >  443 [ACK] Seq=2362 Ack=5323 Win=65280 Len=1240"
"3185","30.063877","192.168.2.103","34.107.172.168","TCP","1147","[TCP Retransmission] 1228  >  443 [PSH, ACK] Seq=2225 Ack=983 Win=65280 Len=1001"
"3451","41.459076","157.240.26.49","192.168.2.103","TCP","181","[TCP Retransmission] 443  >  1101 [PSH, ACK] Seq=1 Ack=1061 Win=462 Len=35"
"3465","41.717800","192.168.2.103","142.250.191.170","TCP","158","[TCP Retransmission] 1251  >  443 [SYN] Seq=0 Win=64480 Len=0 MSS=1460 WS=256 SACK_PERM"
"3468","41.720208","192.168.2.103","142.250.191.170","TCP","158","[TCP Retransmission] 1251  >  443 [SYN] Seq=0 Win=64480 Len=0 MSS=1460 WS=256 SACK_PERM"
"3481","41.730130","192.168.2.103","142.250.191.170","TCP","489","[TCP Retransmission] 1251  >  443 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=343"
"3564","42.407529","142.250.191.170","192.168.2.103","TCP","1394","[TCP Spurious Retransmission] 443  >  1251 [ACK] Seq=10891 Ack=1003 Win=269056 Len=1240"
"3565","42.407543","142.250.191.170","192.168.2.103","TCP","1394","[TCP Spurious Retransmission] 443  >  1251 [PSH, ACK] Seq=12131 Ack=1003 Win=269056 Len=1240"
"3566","42.407547","142.250.191.170","192.168.2.103","TCP","1394","[TCP Spurious Retransmission] 443  >  1251 [ACK] Seq=13371 Ack=1003 Win=269056 Len=1240"
"3567","42.407551","142.250.191.170","192.168.2.103","TCP","1394","[TCP Spurious Retransmission] 443  >  1251 [ACK] Seq=14611 Ack=1003 Win=269056 Len=1240"
"3569","42.407561","142.250.191.170","192.168.2.103","TCP","1394","[TCP Spurious Retransmission] 443  >  1251 [ACK] Seq=17091 Ack=1003 Win=269056 Len=1240"
"3570","42.407565","142.250.191.170","192.168.2.103","TCP","935","[TCP Spurious Retransmission] 443  >  1251 [PSH, ACK] Seq=18331 Ack=1003 Win=269056 Len=781"
"3571","42.407576","142.250.191.170","192.168.2.103","TCP","1394","[TCP Spurious Retransmission] 443  >  1251 [ACK] Seq=19112 Ack=1003 Win=269056 Len=1240"
"3572","42.407580","142.250.191.170","192.168.2.103","TCP","233","[TCP Spurious Retransmission] 443  >  1251 [PSH, ACK] Seq=20352 Ack=1003 Win=269056 Len=79"
"3741","42.441189","142.250.191.170","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1251 [ACK] Seq=104751 Ack=1003 Win=269056 Len=1240 [TCP PDU reassembled in 3718]"
"3742","42.441194","142.250.191.170","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1251 [PSH, ACK] Seq=105991 Ack=1003 Win=269056 Len=1240 [TCP PDU reassembled in 3719]"
"3743","42.441198","142.250.191.170","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1251 [ACK] Seq=107231 Ack=1003 Win=269056 Len=1240 [TCP PDU reassembled in 3720]"
"3744","42.441202","142.250.191.170","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1251 [ACK] Seq=108471 Ack=1003 Win=269056 Len=1240 [TCP PDU reassembled in 3721]"
"3745","42.441206","142.250.191.170","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1251 [ACK] Seq=109711 Ack=1003 Win=269056 Len=1240 [TCP PDU reassembled in 3722]"
"3789","42.449640","142.250.191.170","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1251 [ACK] Seq=154167 Ack=1003 Win=269056 Len=1240"
"3790","42.449643","142.250.191.170","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1251 [ACK] Seq=136807 Ack=1003 Win=269056 Len=1240 [TCP PDU reassembled in 3768]"
"3791","42.449647","142.250.191.170","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1251 [ACK] Seq=138047 Ack=1003 Win=269056 Len=1240 [TCP PDU reassembled in 3769]"
